gameid,leagid,leagyear,weeknum,gamedate,awayid,atmloc,aconfid,aconf,adivid,adivname,homeid,htmloc,hconfid,hconf,hdivid,hdivname,ascore,hscore,spread,ou,totalou,favid,dogid,winteamid,loseteamid,isconf,isdiv,ot,so,lineoutcomeid,lineoutcome,totaloutcomeid,totaloutcome,siteloc,gametypeid
82024287,8,2024,4,2024-09-21 00:00:00,1129,Arkansas State,74,Sun Belt Conference,14,West,1032,Iowa State,12,Big 12 Conference,1,None,7,52,21.5,51.5,59.0,1032,1129,1032,1129,0,0,0,0,3,favorite win and cover,6,over,1,1
82024288,8,2024,4,2024-09-21 00:00:00,1201,St. Francis,54,Northeast Conference,1,None,1077,Eastern Michigan,41,Mid-American Conference,1,None,0,36,24.0,42.5,36.0,1077,1201,1077,1201,0,0,0,0,3,favorite win and cover,5,under,1,1
82024289,8,2024,4,2024-09-21 00:00:00,1093,University of Southern California,15,Big Ten Conference,1,None,1042,Michigan,15,Big Ten Conference,1,None,24,27,5.5,46.5,51.0,1093,1042,1042,1093,1,1,0,0,2,dog win and cover,6,over,1,1
82024290,8,2024,4,2024-09-21 00:00:00,1069,Miami (OH),41,Mid-American Conference,1,None,1065,Notre Dame,24,FBS Independents,1,None,3,28,27.5,44.5,31.0,1065,1069,1065,1069,0,0,0,0,4,dog cover | favorite win,5,under,1,1
82024291,8,2024,4,2024-09-21 00:00:00,1204,Central Connecticut State,54,Northeast Conference,1,None,1068,Massachusetts,24,FBS Independents,1,None,31,35,21.0,52.5,66.0,1068,1204,1068,1204,0,0,0,0,4,dog cover | favorite win,6,over,1,1
82024292,8,2024,4,2024-09-21 00:00:00,1188,Youngstown State,46,Missouri Valley Football Conference,1,None,1026,Pittsburgh,11,Atlantic Coast Conference,1,None,17,73,24.0,59.5,90.0,1026,1188,1026,1188,0,0,0,0,3,favorite win and cover,6,over,1,1
82024293,8,2024,4,2024-09-21 00:00:00,1000,Memphis,8,American Athletic Conference,1,None,1009,Navy,8,American Athletic Conference,1,None,44,56,9.5,50.5,100.0,1000,1009,1009,1000,1,1,0,0,2,dog win and cover,6,over,1,1
82024294,8,2024,4,2024-09-21 00:00:00,1236,Houston Christian,72,Southland Conference,1,None,1004,University of Texas San Antonio,8,American Athletic Conference,1,None,7,45,35.5,55.5,52.0,1004,1236,1004,1236,0,0,0,0,3,favorite win and cover,5,under,1,1
82024295,8,2024,4,2024-09-21 00:00:00,1164,Monmouth,18,Coastal Athletic Association,1,None,1064,Florida International,21,Conference USA,1,None,45,42,14.0,58.5,87.0,1064,1164,1164,1064,0,0,0,0,2,dog win and cover,6,over,1,1
82024296,8,2024,4,2024-09-21 00:00:00,1062,University of Texas at El Paso,21,Conference USA,1,None,1087,Colorado State,48,Mountain West Conference,1,None,17,27,9.5,50.5,44.0,1087,1062,1087,1062,0,0,0,0,3,favorite win and cover,5,under,1,1
82024297,8,2024,4,2024-09-21 00:00:00,1003,Florida Atlantic,8,American Athletic Conference,1,None,1067,Connecticut,24,FBS Independents,1,None,14,48,2.5,46.5,62.0,1067,1003,1067,1003,0,0,0,0,3,favorite win and cover,6,over,1,1
82024298,8,2024,4,2024-09-21 00:00:00,1240,Florida A&M,73,Southwestern Athletic Conference,5,East,1126,Troy,74,Sun Belt Conference,14,West,12,34,23.5,49.5,46.0,1126,1240,1126,1240,0,0,0,0,4,dog cover | favorite win,5,under,1,1
82024299,8,2024,4,2024-09-21 00:00:00,1072,Bowling Green State,41,Mid-American Conference,1,None,1115,Texas A&M,67,Southeastern Conference,1,None,20,26,22.5,52.5,46.0,1115,1072,1115,1072,0,0,0,0,4,dog cover | favorite win,5,under,1,1
82024300,8,2024,4,2024-09-21 00:00:00,1120,Georgia Southern,74,Sun Belt Conference,5,East,1114,Mississippi,67,Southeastern Conference,1,None,13,52,36.5,66.5,65.0,1114,1120,1114,1120,0,0,0,0,3,favorite win and cover,5,under,1,1
82024301,8,2024,4,2024-09-21 00:00:00,1131,University of Louisianna at Monroe,74,Sun Belt Conference,14,West,1030,Texas,67,Southeastern Conference,1,None,3,51,44.5,52.5,54.0,1030,1131,1030,1131,0,0,0,0,3,favorite win and cover,6,over,1,1
82024302,8,2024,4,2024-09-21 00:00:00,1054,Purdue,15,Big Ten Conference,1,None,1096,Oregon State,60,Pac-12 Conference,1,None,21,38,5.5,49.5,59.0,1096,1054,1096,1054,0,0,0,0,3,favorite win and cover,6,over,1,1
82024303,8,2024,4,2024-09-21 00:00:00,1085,Fresno State,48,Mountain West Conference,1,None,1088,New Mexico,48,Mountain West Conference,1,None,38,21,15.5,61.5,59.0,1085,1088,1085,1088,1,1,0,0,3,favorite win and cover,5,under,1,1
82024304,8,2024,4,2024-09-21 00:00:00,1139,Portland State,13,Big Sky Conference,1,None,1083,Boise State,48,Mountain West Conference,1,None,14,56,41.5,69.5,70.0,1083,1139,1083,1139,0,0,0,0,3,favorite win and cover,6,over,1,1
82024305,8,2024,4,2024-09-21 00:00:00,1187,Northern Iowa,46,Missouri Valley Football Conference,1,None,1089,Hawaii,48,Mountain West Conference,1,None,7,36,8.5,48.5,43.0,1089,1187,1089,1187,0,0,0,0,3,favorite win and cover,5,under,1,1
82024306,8,2024,5,2024-09-26 00:00:00,1066,Army West Point,8,American Athletic Conference,1,None,1013,Temple,8,American Athletic Conference,1,None,42,14,13.5,45.5,56.0,1066,1013,1066,1013,1,1,0,0,3,favorite win and cover,6,over,1,1
82024307,8,2024,5,2024-09-27 00:00:00,1021,Virginia Tech,11,Atlantic Coast Conference,1,None,1023,Miami,11,Atlantic Coast Conference,1,None,34,38,17.5,53.5,72.0,1023,1021,1023,1021,1,1,0,0,4,dog cover | favorite win,6,over,1,1
82024308,8,2024,5,2024-09-27 00:00:00,1095,Washington,15,Big Ten Conference,1,None,1046,Rutgers,15,Big Ten Conference,1,None,18,21,1.5,44.5,39.0,1046,1095,1046,1095,1,1,0,0,3,favorite win and cover,5,under,1,1
82024309,8,2024,5,2024-09-28 00:00:00,1118,Arkansas,67,Southeastern Conference,1,None,1115,Texas A&M,67,Southeastern Conference,1,None,17,21,5.5,52.5,38.0,1115,1118,1115,1118,1,1,0,0,4,dog cover | favorite win,5,under,2,1
82024310,8,2024,5,2024-09-28 00:00:00,1028,Oklahoma,67,Southeastern Conference,1,None,1116,Auburn,67,Southeastern Conference,1,None,27,21,2.5,45.5,48.0,1028,1116,1028,1116,1,1,0,0,3,favorite win and cover,6,over,1,1
82024311,8,2024,5,2024-09-28 00:00:00,1117,Mississippi State,67,Southeastern Conference,1,None,1030,Texas,67,Southeastern Conference,1,None,13,35,38.5,61.5,48.0,1030,1117,1030,1117,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024312,8,2024,5,2024-09-28 00:00:00,1055,Illinois,15,Big Ten Conference,1,None,1043,Pennsylvania State,15,Big Ten Conference,1,None,7,21,17.5,47.5,28.0,1043,1055,1043,1055,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024313,8,2024,5,2024-09-28 00:00:00,1045,Maryland,15,Big Ten Conference,1,None,1047,Indiana,15,Big Ten Conference,1,None,28,42,7.0,52.5,70.0,1047,1045,1047,1045,1,1,0,0,3,favorite win and cover,6,over,1,1
82024314,8,2024,5,2024-09-28 00:00:00,1052,Minnesota,15,Big Ten Conference,1,None,1042,Michigan,15,Big Ten Conference,1,None,24,27,10.0,35.5,51.0,1042,1052,1042,1052,1,1,0,0,4,dog cover | favorite win,6,over,1,1
82024315,8,2024,5,2024-09-28 00:00:00,1044,Ohio State,15,Big Ten Conference,1,None,1048,Michigan State,15,Big Ten Conference,1,None,38,7,23.5,48.5,45.0,1044,1048,1044,1048,1,1,0,0,3,favorite win and cover,5,under,1,1
82024316,8,2024,5,2024-09-28 00:00:00,1094,Oregon,15,Big Ten Conference,1,None,1098,University of California, Los Angeles,15,Big Ten Conference,1,None,34,13,25.5,55.0,47.0,1094,1098,1094,1098,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024317,8,2024,5,2024-09-28 00:00:00,1049,Wisconsin,15,Big Ten Conference,1,None,1093,University of Southern California,15,Big Ten Conference,1,None,21,38,15.5,50.5,59.0,1093,1049,1093,1049,1,1,0,0,3,favorite win and cover,6,over,1,1
82024318,8,2024,5,2024-09-28 00:00:00,1068,Massachusetts,24,FBS Independents,1,None,1069,Miami (OH),41,Mid-American Conference,1,None,20,23,18.5,46.5,43.0,1069,1068,1069,1068,0,0,1,0,4,dog cover | favorite win,5,under,1,1
82024319,8,2024,5,2024-09-28 00:00:00,1057,Western Kentucky,21,Conference USA,1,None,1022,Boston College,11,Atlantic Coast Conference,1,None,20,21,12.5,55.5,41.0,1022,1057,1022,1057,0,0,0,0,4,dog cover | favorite win,5,under,1,1
82024320,8,2024,5,2024-09-28 00:00:00,1103,Stanford,11,Atlantic Coast Conference,1,None,1019,Clemson,11,Atlantic Coast Conference,1,None,14,40,21.5,57.5,54.0,1019,1103,1019,1103,1,1,0,0,3,favorite win and cover,5,under,1,1
82024321,8,2024,5,2024-09-28 00:00:00,1016,North Carolina,11,Atlantic Coast Conference,1,None,1017,Duke,11,Atlantic Coast Conference,1,None,20,21,2.5,56.0,41.0,1017,1016,1017,1016,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024322,8,2024,5,2024-09-28 00:00:00,1015,Florida State,11,Atlantic Coast Conference,1,None,1002,Southern Methodist,11,Atlantic Coast Conference,1,None,16,42,6.5,47.5,58.0,1002,1015,1002,1015,1,1,0,0,3,favorite win and cover,6,over,1,1
82024323,8,2024,5,2024-09-28 00:00:00,1078,Northern Illinois,41,Mid-American Conference,1,None,1020,North Carolina State,11,Atlantic Coast Conference,1,None,17,24,7.5,46.5,41.0,1020,1078,1020,1078,0,0,0,0,4,dog cover | favorite win,5,under,1,1
82024324,8,2024,5,2024-09-28 00:00:00,1127,University of Louisianna at Lafayette,74,Sun Belt Conference,14,West,1025,Wake Forest,11,Atlantic Coast Conference,1,None,41,38,3.5,60.5,79.0,1025,1127,1127,1025,0,0,0,0,2,dog win and cover,6,over,1,1
82024325,8,2024,5,2024-09-28 00:00:00,1035,Brigham Young,12,Big 12 Conference,1,None,1038,Baylor,12,Big 12 Conference,1,None,34,28,3.5,45.5,62.0,1038,1035,1035,1038,1,1,0,0,2,dog win and cover,6,over,1,1
82024326,8,2024,5,2024-09-28 00:00:00,1032,Iowa State,12,Big 12 Conference,1,None,1040,Houston,12,Big 12 Conference,1,None,20,0,14.5,43.5,20.0,1032,1040,1032,1040,1,1,0,0,3,favorite win and cover,5,under,1,1
82024327,8,2024,5,2024-09-28 00:00:00,1037,Texas Christian,12,Big 12 Conference,1,None,1031,Kansas,12,Big 12 Conference,1,None,38,27,2.5,59.5,65.0,1031,1037,1037,1031,1,1,0,0,2,dog win and cover,6,over,1,1
82024328,8,2024,5,2024-09-28 00:00:00,1034,Oklahoma State,12,Big 12 Conference,1,None,1036,Kansas State,12,Big 12 Conference,1,None,20,42,4.5,57.5,62.0,1036,1034,1036,1034,1,1,0,0,3,favorite win and cover,6,over,1,1
82024329,8,2024,5,2024-09-28 00:00:00,1039,Cincinnati,12,Big 12 Conference,1,None,1033,Texas Tech,12,Big 12 Conference,1,None,41,44,3.0,58.5,85.0,1033,1039,1033,1039,1,1,0,0,0,push,6,over,1,1
82024330,8,2024,5,2024-09-28 00:00:00,1100,Colorado,12,Big 12 Conference,1,None,1041,University of Central Florida,12,Big 12 Conference,1,None,48,21,14.0,62.5,69.0,1041,1100,1100,1041,1,1,0,0,2,dog win and cover,6,over,1,1
82024331,8,2024,5,2024-09-28 00:00:00,1101,Arizona,12,Big 12 Conference,1,None,1097,Utah,12,Big 12 Conference,1,None,23,10,8.5,47.5,33.0,1097,1101,1101,1097,1,1,0,0,2,dog win and cover,5,under,1,1
82024332,8,2024,5,2024-09-28 00:00:00,1059,Louisiana Tech,21,Conference USA,1,None,1064,Florida International,21,Conference USA,1,None,10,17,2.5,50.5,27.0,1059,1064,1064,1059,1,1,0,0,2,dog win and cover,5,under,1,1
82024333,8,2024,99,2024-09-28 00:00:00,1056,Liberty,21,Conference USA,1,None,1124,Appalachian State,74,Sun Belt Conference,5,East,0,0,3.5,62.5,0.0,1056,1124,-1,-1,0,0,0,0,7,dog cover | tie,5,under,1,-1
82024334,8,2024,5,2024-09-28 00:00:00,1061,Middle Tennessee State,21,Conference USA,1,None,1000,Memphis,8,American Athletic Conference,1,None,7,24,25.5,61.5,31.0,1000,1061,1000,1061,0,0,0,0,4,dog cover | favorite win,5,under,1,1
82024335,8,2024,5,2024-09-28 00:00:00,1088,New Mexico,48,Mountain West Conference,1,None,1060,New Mexico State,21,Conference USA,1,None,50,40,9.5,54.5,90.0,1088,1060,1088,1060,0,0,0,0,3,favorite win and cover,6,over,1,1
82024336,8,2024,5,2024-09-28 00:00:00,1128,Texas State,74,Sun Belt Conference,14,West,1063,Sam Houston State,21,Conference USA,1,None,39,40,8.5,56.5,79.0,1128,1063,1063,1128,0,0,0,0,2,dog win and cover,6,over,2,1
82024337,8,2024,5,2024-09-28 00:00:00,1099,Washington State,60,Pac-12 Conference,1,None,1083,Boise State,48,Mountain West Conference,1,None,24,45,6.5,64.5,69.0,1083,1099,1083,1099,0,0,0,0,3,favorite win and cover,6,over,1,1
82024338,8,2024,5,2024-09-28 00:00:00,1091,San Diego State,48,Mountain West Conference,1,None,1076,Central Michigan,41,Mid-American Conference,1,None,21,22,2.5,53.5,43.0,1076,1091,1076,1091,0,0,0,0,4,dog cover | favorite win,5,under,1,1
82024339,8,2024,5,2024-09-28 00:00:00,1120,Georgia Southern,74,Sun Belt Conference,5,East,1123,Georgia State,74,Sun Belt Conference,5,East,38,21,3.5,57.5,59.0,1123,1120,1120,1123,1,1,0,0,2,dog win and cover,6,over,1,1
82024340,8,2024,5,2024-09-28 00:00:00,1080,Ball State,41,Mid-American Conference,1,None,1119,James Madison,74,Sun Belt Conference,5,East,7,63,20.5,57.5,70.0,1119,1080,1119,1080,0,0,0,0,3,favorite win and cover,6,over,1,1
82024341,8,2024,5,2024-09-28 00:00:00,1079,Western Michigan,41,Mid-American Conference,1,None,1121,Marshall,74,Sun Belt Conference,5,East,20,27,4.0,54.0,47.0,1121,1079,1121,1079,0,0,0,0,3,favorite win and cover,5,under,1,1
82024342,8,2024,5,2024-09-28 00:00:00,1122,Old Dominion,74,Sun Belt Conference,5,East,1072,Bowling Green State,41,Mid-American Conference,1,None,30,27,9.5,51.5,57.0,1072,1122,1122,1072,0,0,0,0,2,dog win and cover,6,over,1,1
82024343,8,2024,5,2024-09-28 00:00:00,1131,University of Louisianna at Monroe,74,Sun Belt Conference,14,West,1126,Troy,74,Sun Belt Conference,14,West,13,9,6.5,45.5,22.0,1126,1131,1131,1126,1,1,0,0,2,dog win and cover,5,under,1,1
82024344,8,2024,5,2024-09-28 00:00:00,1073,Akron,41,Mid-American Conference,1,None,1070,Ohio,41,Mid-American Conference,1,None,10,30,10.0,47.0,40.0,1070,1073,1070,1073,1,1,0,0,3,favorite win and cover,5,under,1,1
82024345,8,2024,5,2024-09-28 00:00:00,1077,Eastern Michigan,41,Mid-American Conference,1,None,1074,Kent State,41,Mid-American Conference,1,None,52,33,14.5,46.5,85.0,1077,1074,1077,1074,1,1,0,0,3,favorite win and cover,6,over,1,1
82024346,8,2024,5,2024-09-28 00:00:00,1009,Navy,8,American Athletic Conference,1,None,1008,University of Alabama at Birmingham,8,American Athletic Conference,1,None,41,18,3.5,57.5,59.0,1009,1008,1009,1008,1,1,0,0,3,favorite win and cover,6,over,1,1
82024347,8,2024,5,2024-09-28 00:00:00,1011,University of North Carolina at Charlotte,8,American Athletic Conference,1,None,1006,Rice,8,American Athletic Conference,1,None,21,20,6.5,46.5,41.0,1006,1011,1011,1006,1,1,0,0,2,dog win and cover,5,under,1,1
82024348,8,2024,5,2024-09-28 00:00:00,1004,University of Texas San Antonio,8,American Athletic Conference,1,None,1012,East Carolina,8,American Athletic Conference,1,None,20,30,3.0,55.5,50.0,1012,1004,1012,1004,1,1,0,0,3,favorite win and cover,5,under,1,1
82024349,8,2024,5,2024-09-28 00:00:00,1007,Tulsa,8,American Athletic Conference,1,None,1010,North Texas,8,American Athletic Conference,1,None,20,52,6.5,68.5,72.0,1010,1007,1010,1007,1,1,0,0,3,favorite win and cover,6,over,1,1
82024350,8,2024,5,2024-09-28 00:00:00,1005,South Florida,8,American Athletic Conference,1,None,1001,Tulane,8,American Athletic Conference,1,None,10,45,5.5,62.5,55.0,1001,1005,1001,1005,1,1,0,0,3,favorite win and cover,5,under,1,1
82024351,8,2024,5,2024-09-28 00:00:00,1106,Kentucky,67,Southeastern Conference,1,None,1114,Mississippi,67,Southeastern Conference,1,None,20,17,16.5,52.5,37.0,1114,1106,1106,1114,1,1,0,0,2,dog win and cover,5,under,1,1
82024352,8,2024,5,2024-09-28 00:00:00,1053,Nebraska,15,Big Ten Conference,1,None,1054,Purdue,15,Big Ten Conference,1,None,28,10,10.0,47.5,38.0,1053,1054,1053,1054,1,1,0,0,3,favorite win and cover,5,under,1,1
82024353,8,2024,5,2024-09-28 00:00:00,1071,Buffalo,41,Mid-American Conference,1,None,1067,Connecticut,24,FBS Independents,1,None,3,47,5.5,44.5,50.0,1067,1071,1067,1071,0,0,0,0,3,favorite win and cover,6,over,1,1
82024354,8,2024,5,2024-09-28 00:00:00,1205,Holy Cross,61,Patriot League,1,None,1024,Syracuse,11,Atlantic Coast Conference,1,None,14,42,28.5,55.5,56.0,1024,1205,1024,1205,0,0,0,0,4,dog cover | favorite win,6,over,1,1
82024355,8,2024,5,2024-09-28 00:00:00,1014,Louisville,11,Atlantic Coast Conference,1,None,1065,Notre Dame,24,FBS Independents,1,None,24,31,7.0,45.5,55.0,1065,1014,1065,1014,0,0,0,0,0,push,6,over,1,1
82024356,8,2024,5,2024-09-28 00:00:00,1085,Fresno State,48,Mountain West Conference,1,None,1084,University of Nevada, Las Vegas,48,Mountain West Conference,1,None,14,59,2.5,50.5,73.0,1084,1085,1084,1085,1,1,0,0,3,favorite win and cover,6,over,1,1
82024357,8,2024,5,2024-09-28 00:00:00,1145,University of Tennessee at Martin,14,Big South-OVC Association,1,None,1170,Kennesaw State,21,Conference USA,1,None,24,13,1.5,45.5,37.0,1170,1145,1145,1170,0,0,0,0,2,dog win and cover,5,under,1,1
82024358,8,2024,5,2024-09-28 00:00:00,1197,Wagner College,54,Northeast Conference,1,None,1003,Florida Atlantic,8,American Athletic Conference,1,None,10,41,29.5,47.5,51.0,1003,1197,1003,1197,0,0,0,0,3,favorite win and cover,6,over,1,1
82024359,8,2024,5,2024-09-28 00:00:00,1105,Georgia,67,Southeastern Conference,1,None,1112,Alabama,67,Southeastern Conference,1,None,34,41,1.5,49.5,75.0,1105,1112,1112,1105,1,1,0,0,2,dog win and cover,6,over,1,1
82024360,8,2024,5,2024-09-28 00:00:00,1130,South Alabama,74,Sun Belt Conference,14,West,1113,Louisiana State,67,Southeastern Conference,1,None,10,42,20.5,65.5,52.0,1113,1130,1113,1130,0,0,0,0,3,favorite win and cover,5,under,1,1
82024361,8,2024,5,2024-09-28 00:00:00,1081,USAF,48,Mountain West Conference,1,None,1082,Wyoming,48,Mountain West Conference,1,None,19,31,4.0,33.5,50.0,1081,1082,1082,1081,1,1,0,0,2,dog win and cover,6,over,1,1
82024362,8,2024,6,2024-10-03 00:00:00,1128,Texas State,74,Sun Belt Conference,14,West,1126,Troy,74,Sun Belt Conference,14,West,38,17,13.5,57.5,55.0,1128,1126,1128,1126,1,1,0,0,3,favorite win and cover,5,under,1,1
82024363,8,2024,6,2024-10-03 00:00:00,1063,Sam Houston State,21,Conference USA,1,None,1062,University of Texas at El Paso,21,Conference USA,1,None,41,21,0.5,50.5,62.0,1063,1062,1063,1062,1,1,0,0,3,favorite win and cover,6,over,1,1
82024364,8,2024,6,2024-10-04 00:00:00,1058,Jacksonville State,21,Conference USA,1,None,1170,Kennesaw State,21,Conference USA,1,None,63,24,16.5,49.0,87.0,1058,1170,1058,1170,1,1,0,0,3,favorite win and cover,6,over,1,1
82024365,8,2024,6,2024-10-04 00:00:00,1040,Houston,12,Big 12 Conference,1,None,1037,Texas Christian,12,Big 12 Conference,1,None,30,19,16.5,51.5,49.0,1037,1040,1040,1037,1,1,0,0,2,dog win and cover,5,under,1,1
82024366,8,2024,6,2024-10-04 00:00:00,1048,Michigan State,15,Big Ten Conference,1,None,1094,Oregon,15,Big Ten Conference,1,None,10,31,24.0,52.5,41.0,1094,1048,1094,1048,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024367,8,2024,6,2024-10-04 00:00:00,1024,Syracuse,11,Atlantic Coast Conference,1,None,1084,University of Nevada, Las Vegas,48,Mountain West Conference,1,None,44,41,6.5,52.5,85.0,1084,1024,1024,1084,0,0,1,0,2,dog win and cover,6,over,1,1
82024368,8,2024,6,2024-10-05 00:00:00,1109,Tennessee,67,Southeastern Conference,1,None,1118,Arkansas,67,Southeastern Conference,1,None,14,19,13.5,59.5,33.0,1109,1118,1118,1109,1,1,0,0,2,dog win and cover,5,under,1,1
82024369,8,2024,6,2024-10-05 00:00:00,1041,University of Central Florida,12,Big 12 Conference,1,None,1107,Florida,67,Southeastern Conference,1,None,13,24,2.5,61.5,37.0,1041,1107,1107,1041,0,0,0,0,2,dog win and cover,5,under,1,1
82024370,8,2024,6,2024-10-05 00:00:00,1116,Auburn,67,Southeastern Conference,1,None,1105,Georgia,67,Southeastern Conference,1,None,13,31,24.5,52.5,44.0,1105,1116,1105,1116,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024371,8,2024,6,2024-10-05 00:00:00,1114,Mississippi,67,Southeastern Conference,1,None,1110,South Carolina,67,Southeastern Conference,1,None,27,3,9.5,53.5,30.0,1114,1117,1114,1110,1,1,0,0,3,favorite win and cover,5,under,1,1
82024372,8,2024,6,2024-10-05 00:00:00,1112,Alabama,67,Southeastern Conference,1,None,1111,Vanderbilt,67,Southeastern Conference,1,None,35,40,23.5,55.5,75.0,1112,1111,1111,1112,1,1,0,0,2,dog win and cover,6,over,1,1
82024373,8,2024,6,2024-10-05 00:00:00,1047,Indiana,15,Big Ten Conference,1,None,1051,Northwestern,15,Big Ten Conference,1,None,41,24,13.5,41.5,65.0,1047,1051,1047,1051,1,1,0,0,3,favorite win and cover,6,over,1,1
82024374,8,2024,6,2024-10-05 00:00:00,1050,Iowa,15,Big Ten Conference,1,None,1044,Ohio State,15,Big Ten Conference,1,None,7,35,19.5,44.5,42.0,1044,1050,1044,1050,1,1,0,0,3,favorite win and cover,5,under,1,1
82024375,8,2024,6,2024-10-05 00:00:00,1042,Michigan,15,Big Ten Conference,1,None,1095,Washington,15,Big Ten Conference,1,None,17,27,2.5,41.5,44.0,1095,1042,1095,1042,1,1,0,0,3,favorite win and cover,6,over,1,1
82024376,8,2024,6,2024-10-05 00:00:00,1093,University of Southern California,15,Big Ten Conference,1,None,1052,Minnesota,15,Big Ten Conference,1,None,17,24,8.5,51.5,41.0,1093,1052,1052,1093,1,1,0,0,2,dog win and cover,5,under,1,1
82024377,8,2024,6,2024-10-05 00:00:00,1046,Rutgers,15,Big Ten Conference,1,None,1053,Nebraska,15,Big Ten Conference,1,None,7,14,7.0,41.5,21.0,1053,1046,1053,1046,1,1,0,0,0,push,5,under,1,1
82024378,8,2024,6,2024-10-05 00:00:00,1054,Purdue,15,Big Ten Conference,1,None,1049,Wisconsin,15,Big Ten Conference,1,None,6,52,14.0,46.5,58.0,1049,1054,1049,1054,1,1,0,0,3,favorite win and cover,6,over,1,1
82024379,8,2024,6,2024-10-05 00:00:00,1098,University of California, Los Angeles,15,Big Ten Conference,1,None,1043,Pennsylvania State,15,Big Ten Conference,1,None,11,27,28.0,46.5,38.0,1043,1098,1043,1098,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024380,8,2024,6,2024-10-05 00:00:00,1068,Massachusetts,24,FBS Independents,1,None,1078,Northern Illinois,41,Mid-American Conference,1,None,20,34,17.5,44.0,54.0,1078,1068,1078,1068,0,0,0,0,4,dog cover | favorite win,6,over,1,1
