gameid,leagid,leagyear,weeknum,gamedate,awayid,atmloc,aconfid,aconf,adivid,adivname,homeid,htmloc,hconfid,hconf,hdivid,hdivname,ascore,hscore,spread,ou,totalou,favid,dogid,winteamid,loseteamid,isconf,isdiv,ot,so,lineoutcomeid,lineoutcome,totaloutcomeid,totaloutcome,siteloc,gametypeid
82024594,8,2024,10,2024-11-02 00:00:00,1049,Wisconsin,15,Big Ten Conference,1,None,1050,Iowa,15,Big Ten Conference,1,None,10,42,2.5,41.5,52.0,1050,1049,1050,1049,1,1,0,0,3,favorite win and cover,6,over,1,1
82024595,8,2024,10,2024-11-02 00:00:00,1094,Oregon,15,Big Ten Conference,1,None,1042,Michigan,15,Big Ten Conference,1,None,38,17,14.5,45.5,55.0,1094,1042,1094,1042,1,1,0,0,3,favorite win and cover,6,over,1,1
82024596,8,2024,10,2024-11-02 00:00:00,1098,University of California, Los Angeles,15,Big Ten Conference,1,None,1053,Nebraska,15,Big Ten Conference,1,None,27,20,6.5,39.5,47.0,1053,1098,1098,1053,1,1,0,0,2,dog win and cover,6,over,1,1
82024597,8,2024,10,2024-11-02 00:00:00,1051,Northwestern,15,Big Ten Conference,1,None,1054,Purdue,15,Big Ten Conference,1,None,26,20,1.5,46.5,46.0,1051,1054,1051,1054,1,1,1,0,3,favorite win and cover,5,under,1,1
82024598,8,2024,10,2024-11-02 00:00:00,1044,Ohio State,15,Big Ten Conference,1,None,1043,Pennsylvania State,15,Big Ten Conference,1,None,20,13,3.0,47.5,33.0,1044,1043,1044,1043,1,1,0,0,3,favorite win and cover,5,under,1,1
82024599,8,2024,10,2024-11-02 00:00:00,1093,University of Southern California,15,Big Ten Conference,1,None,1095,Washington,15,Big Ten Conference,1,None,21,26,2.5,55.5,47.0,1093,1095,1095,1093,1,1,0,0,2,dog win and cover,5,under,1,1
82024600,8,2024,10,2024-11-02 00:00:00,1103,Stanford,11,Atlantic Coast Conference,1,None,1020,North Carolina State,11,Atlantic Coast Conference,1,None,28,59,10.0,46.5,87.0,1020,1103,1020,1103,1,1,0,0,3,favorite win and cover,6,over,1,1
82024601,8,2024,10,2024-11-02 00:00:00,1014,Louisville,11,Atlantic Coast Conference,1,None,1019,Clemson,11,Atlantic Coast Conference,1,None,33,21,10.5,62.5,54.0,1019,1014,1014,1019,1,1,0,0,2,dog win and cover,5,under,1,1
82024602,8,2024,10,2024-11-02 00:00:00,1017,Duke,11,Atlantic Coast Conference,1,None,1023,Miami,11,Atlantic Coast Conference,1,None,31,53,20.5,54.5,84.0,1023,1017,1023,1017,1,1,0,0,3,favorite win and cover,6,over,1,1
82024603,8,2024,10,2024-11-02 00:00:00,1016,North Carolina,11,Atlantic Coast Conference,1,None,1015,Florida State,11,Atlantic Coast Conference,1,None,35,11,2.5,50.5,46.0,1016,1015,1016,1015,1,1,0,0,3,favorite win and cover,5,under,1,1
82024604,8,2024,10,2024-11-02 00:00:00,1021,Virginia Tech,11,Atlantic Coast Conference,1,None,1024,Syracuse,11,Atlantic Coast Conference,1,None,31,38,4.0,53.5,69.0,1021,1024,1024,1021,1,1,1,0,2,dog win and cover,6,over,1,1
82024605,8,2024,10,2024-11-02 00:00:00,1026,Pittsburgh,11,Atlantic Coast Conference,1,None,1002,Southern Methodist,11,Atlantic Coast Conference,1,None,25,48,7.5,58.5,73.0,1002,1026,1002,1026,1,1,0,0,3,favorite win and cover,6,over,1,1
82024606,8,2024,10,2024-11-02 00:00:00,1037,Texas Christian,12,Big 12 Conference,1,None,1038,Baylor,12,Big 12 Conference,1,None,34,37,3.0,64.5,71.0,1038,1037,1038,1037,1,1,0,0,0,push,6,over,1,1
82024607,8,2024,10,2024-11-02 00:00:00,1036,Kansas State,12,Big 12 Conference,1,None,1040,Houston,12,Big 12 Conference,1,None,19,24,13.5,45.5,43.0,1036,1040,1040,1036,1,1,0,0,2,dog win and cover,5,under,1,1
82024608,8,2024,10,2024-11-02 00:00:00,1033,Texas Tech,12,Big 12 Conference,1,None,1032,Iowa State,12,Big 12 Conference,1,None,23,22,13.5,56.5,45.0,1032,1033,1033,1032,1,1,0,0,2,dog win and cover,5,under,1,1
82024609,8,2024,10,2024-11-02 00:00:00,1104,Arizona State,12,Big 12 Conference,1,None,1034,Oklahoma State,12,Big 12 Conference,1,None,42,21,3.0,58.5,63.0,1104,1034,1104,1034,1,1,0,0,3,favorite win and cover,6,over,1,1
82024610,8,2024,10,2024-11-02 00:00:00,1101,Arizona,12,Big 12 Conference,1,None,1041,University of Central Florida,12,Big 12 Conference,1,None,12,56,6.0,55.5,68.0,1041,1101,1041,1101,1,1,0,0,3,favorite win and cover,6,over,1,1
82024611,8,2024,10,2024-11-02 00:00:00,1081,USAF,48,Mountain West Conference,1,None,1066,Army West Point,8,American Athletic Conference,1,None,3,20,22.5,41.5,23.0,1066,1081,1066,1081,0,0,0,0,4,dog cover | favorite win,5,under,1,1
82024612,8,2024,10,2024-11-02 00:00:00,1122,Old Dominion,74,Sun Belt Conference,5,East,1124,Appalachian State,74,Sun Belt Conference,5,East,20,28,2.5,60.5,48.0,1122,1124,1124,1122,1,1,0,0,2,dog win and cover,5,under,1,1
82024613,8,2024,10,2024-11-02 00:00:00,1131,University of Louisianna at Monroe,74,Sun Belt Conference,14,West,1121,Marshall,74,Sun Belt Conference,5,East,23,28,10.5,47.5,51.0,1121,1131,1121,1131,1,0,0,0,4,dog cover | favorite win,6,over,1,1
82024614,8,2024,10,2024-11-02 00:00:00,1120,Georgia Southern,74,Sun Belt Conference,5,East,1130,South Alabama,74,Sun Belt Conference,14,West,34,30,6.0,60.5,64.0,1130,1120,1120,1130,1,0,0,0,2,dog win and cover,6,over,1,1
82024615,8,2024,10,2024-11-02 00:00:00,1125,Coastal Carolina,74,Sun Belt Conference,5,East,1126,Troy,74,Sun Belt Conference,14,West,24,38,4.5,53.5,62.0,1125,1126,1126,1125,1,0,0,0,2,dog win and cover,6,over,1,1
82024616,8,2024,10,2024-11-02 00:00:00,1071,Buffalo,41,Mid-American Conference,1,None,1073,Akron,41,Mid-American Conference,1,None,41,30,1.0,47.5,71.0,1071,1073,1071,1073,1,1,0,0,3,favorite win and cover,6,over,1,1
82024617,8,2024,10,2024-11-02 00:00:00,1075,Toledo,41,Mid-American Conference,1,None,1077,Eastern Michigan,41,Mid-American Conference,1,None,29,28,8.5,53.5,57.0,1075,1077,1075,1077,1,1,0,0,4,dog cover | favorite win,6,over,1,1
82024618,8,2024,10,2024-11-02 00:00:00,1007,Tulsa,8,American Athletic Conference,1,None,1008,University of Alabama at Birmingham,8,American Athletic Conference,1,None,21,59,3.0,57.5,80.0,1008,1007,1008,1007,1,1,0,0,3,favorite win and cover,6,over,1,1
82024619,8,2024,10,2024-11-02 00:00:00,1000,Memphis,8,American Athletic Conference,1,None,1004,University of Texas San Antonio,8,American Athletic Conference,1,None,36,44,7.5,61.5,80.0,1000,1004,1004,1000,1,1,0,0,2,dog win and cover,6,over,1,1
82024620,8,2024,10,2024-11-02 00:00:00,1009,Navy,8,American Athletic Conference,1,None,1006,Rice,8,American Athletic Conference,1,None,10,24,11.5,50.5,34.0,1009,1006,1006,1009,1,1,0,0,2,dog win and cover,5,under,1,1
82024621,8,2024,10,2024-11-02 00:00:00,1166,Maine,18,Coastal Athletic Association,1,None,1028,Oklahoma,67,Southeastern Conference,1,None,14,59,34.5,46.0,73.0,1028,1166,1028,1166,0,0,0,0,3,favorite win and cover,6,over,1,1
82024622,8,2024,10,2024-11-02 00:00:00,1107,Florida,67,Southeastern Conference,1,None,1105,Georgia,67,Southeastern Conference,1,None,20,34,16.5,52.5,54.0,1105,1107,1105,1107,1,1,0,0,4,dog cover | favorite win,6,over,2,1
82024623,8,2024,10,2024-11-02 00:00:00,1061,Middle Tennessee State,21,Conference USA,1,None,1062,University of Texas at El Paso,21,Conference USA,1,None,20,13,3.0,51.5,33.0,1062,1061,1061,1062,1,1,0,0,2,dog win and cover,5,under,1,1
82024624,8,2024,10,2024-11-02 00:00:00,1068,Massachusetts,24,FBS Independents,1,None,1117,Mississippi State,67,Southeastern Conference,1,None,20,45,18.5,59.5,65.0,1117,1068,1117,1068,0,0,0,0,3,favorite win and cover,6,over,1,1
82024625,8,2024,10,2024-11-02 00:00:00,1082,Wyoming,48,Mountain West Conference,1,None,1088,New Mexico,48,Mountain West Conference,1,None,49,45,7.5,60.5,94.0,1088,1082,1082,1088,1,1,0,0,2,dog win and cover,6,over,1,1
82024626,8,2024,10,2024-11-02 00:00:00,1089,Hawaii,48,Mountain West Conference,1,None,1085,Fresno State,48,Mountain West Conference,1,None,21,20,13.5,48.5,41.0,1085,1089,1089,1085,1,1,0,0,2,dog win and cover,5,under,1,1
82024627,8,2024,10,2024-11-02 00:00:00,1087,Colorado State,48,Mountain West Conference,1,None,1090,Nevada,48,Mountain West Conference,1,None,38,21,2.5,45.5,59.0,1087,1090,1087,1090,1,1,0,0,3,favorite win and cover,6,over,1,1
82024628,8,2024,11,2024-11-05 00:00:00,1069,Miami (OH),41,Mid-American Conference,1,None,1080,Ball State,41,Mid-American Conference,1,None,27,21,12.5,48.5,48.0,1069,1080,1069,1080,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024629,8,2024,11,2024-11-05 00:00:00,1072,Bowling Green State,41,Mid-American Conference,1,None,1076,Central Michigan,41,Mid-American Conference,1,None,23,13,13.5,48.5,36.0,1072,1076,1072,1076,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024630,8,2024,11,2024-11-06 00:00:00,1070,Ohio,41,Mid-American Conference,1,None,1074,Kent State,41,Mid-American Conference,1,None,41,0,20.5,52.5,41.0,1070,1074,1070,1074,1,1,0,0,3,favorite win and cover,5,under,1,1
82024631,8,2024,11,2024-11-06 00:00:00,1078,Northern Illinois,41,Mid-American Conference,1,None,1079,Western Michigan,41,Mid-American Conference,1,None,42,28,1.5,52.5,70.0,1078,1079,1078,1079,1,1,0,0,3,favorite win and cover,6,over,1,1
82024632,8,2024,11,2024-11-07 00:00:00,1124,Appalachian State,74,Sun Belt Conference,5,East,1125,Coastal Carolina,74,Sun Belt Conference,5,East,24,38,1.5,62.5,62.0,1124,1125,1125,1124,1,1,0,0,2,dog win and cover,5,under,1,1
82024633,8,2024,11,2024-11-07 00:00:00,1003,Florida Atlantic,8,American Athletic Conference,1,None,1012,East Carolina,8,American Athletic Conference,1,None,14,49,7.5,58.5,63.0,1012,1003,1012,1003,1,1,0,0,3,favorite win and cover,6,over,1,1
82024634,8,2024,11,2024-11-08 00:00:00,1102,University of California, Berkeley,11,Atlantic Coast Conference,1,None,1025,Wake Forest,11,Atlantic Coast Conference,1,None,46,36,7.0,54.5,82.0,1102,1025,1102,1025,1,1,0,0,3,favorite win and cover,6,over,1,1
82024635,8,2024,11,2024-11-08 00:00:00,1050,Iowa,15,Big Ten Conference,1,None,1098,University of California, Los Angeles,15,Big Ten Conference,1,None,17,20,6.5,44.5,37.0,1050,1098,1098,1050,1,1,0,0,2,dog win and cover,5,under,1,1
82024636,8,2024,11,2024-11-08 00:00:00,1006,Rice,8,American Athletic Conference,1,None,1000,Memphis,8,American Athletic Conference,1,None,20,27,9.5,52.5,47.0,1000,1006,1000,1006,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024637,8,2024,11,2024-11-08 00:00:00,1088,New Mexico,48,Mountain West Conference,1,None,1091,San Diego State,48,Mountain West Conference,1,None,21,16,2.5,67.5,37.0,1091,1088,1088,1091,1,1,0,0,2,dog win and cover,5,under,1,1
82024638,8,2024,11,2024-11-09 00:00:00,1112,Alabama,67,Southeastern Conference,1,None,1113,Louisiana State,67,Southeastern Conference,1,None,42,13,3.0,58.5,55.0,1112,1113,1112,1113,1,1,0,0,3,favorite win and cover,5,under,1,1
82024639,8,2024,11,2024-11-09 00:00:00,1105,Georgia,67,Southeastern Conference,1,None,1114,Mississippi,67,Southeastern Conference,1,None,10,28,2.0,54.5,38.0,1105,1114,1114,1105,1,1,0,0,2,dog win and cover,5,under,1,1
82024640,8,2024,11,2024-11-09 00:00:00,1028,Oklahoma,67,Southeastern Conference,1,None,1108,Missouri,67,Southeastern Conference,1,None,23,30,2.5,42.5,53.0,1108,1028,1108,1028,1,1,0,0,3,favorite win and cover,6,over,1,1
82024641,8,2024,11,2024-11-09 00:00:00,1117,Mississippi State,67,Southeastern Conference,1,None,1109,Tennessee,67,Southeastern Conference,1,None,14,33,23.5,61.5,47.0,1109,1117,1109,1117,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024642,8,2024,11,2024-11-09 00:00:00,1110,South Carolina,67,Southeastern Conference,1,None,1111,Vanderbilt,67,Southeastern Conference,1,None,28,7,3.5,46.5,35.0,1110,1111,1110,1111,1,1,0,0,3,favorite win and cover,5,under,1,1
82024643,8,2024,11,2024-11-09 00:00:00,1042,Michigan,15,Big Ten Conference,1,None,1047,Indiana,15,Big Ten Conference,1,None,15,20,14.0,48.5,35.0,1047,1042,1047,1042,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024644,8,2024,11,2024-11-09 00:00:00,1045,Maryland,15,Big Ten Conference,1,None,1094,Oregon,15,Big Ten Conference,1,None,18,39,25.5,57.5,57.0,1094,1045,1094,1045,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024645,8,2024,11,2024-11-09 00:00:00,1052,Minnesota,15,Big Ten Conference,1,None,1046,Rutgers,15,Big Ten Conference,1,None,19,26,6.5,46.5,45.0,1052,1046,1046,1052,1,1,0,0,2,dog win and cover,5,under,1,1
82024646,8,2024,11,2024-11-09 00:00:00,1054,Purdue,15,Big Ten Conference,1,None,1044,Ohio State,15,Big Ten Conference,1,None,0,45,38.5,53.5,45.0,1044,1054,1044,1054,1,1,0,0,3,favorite win and cover,5,under,1,1
82024647,8,2024,11,2024-11-09 00:00:00,1095,Washington,15,Big Ten Conference,1,None,1043,Pennsylvania State,15,Big Ten Conference,1,None,6,35,13.5,45.5,41.0,1043,1095,1043,1095,1,1,0,0,3,favorite win and cover,5,under,1,1
82024648,8,2024,11,2024-11-09 00:00:00,1067,Connecticut,24,FBS Independents,1,None,1008,University of Alabama at Birmingham,8,American Athletic Conference,1,None,31,23,6.5,56.5,54.0,1067,1008,1067,1008,0,0,0,0,3,favorite win and cover,5,under,1,1
82024649,8,2024,11,2024-11-09 00:00:00,1066,Army West Point,8,American Athletic Conference,1,None,1010,North Texas,8,American Athletic Conference,1,None,14,3,5.5,63.5,17.0,1066,1010,1066,1010,1,1,0,0,3,favorite win and cover,5,under,1,1
82024650,8,2024,11,2024-11-09 00:00:00,1024,Syracuse,11,Atlantic Coast Conference,1,None,1022,Boston College,11,Atlantic Coast Conference,1,None,31,37,2.5,53.5,68.0,1022,1024,1022,1024,1,1,0,0,3,favorite win and cover,6,over,1,1
82024651,8,2024,11,2024-11-09 00:00:00,1019,Clemson,11,Atlantic Coast Conference,1,None,1021,Virginia Tech,11,Atlantic Coast Conference,1,None,24,14,6.5,53.5,38.0,1019,1021,1019,1021,1,1,0,0,3,favorite win and cover,5,under,1,1
82024652,8,2024,11,2024-11-09 00:00:00,1017,Duke,11,Atlantic Coast Conference,1,None,1020,North Carolina State,11,Atlantic Coast Conference,1,None,29,19,3.0,50.5,48.0,1020,1017,1017,1020,1,1,0,0,2,dog win and cover,5,under,1,1
82024653,8,2024,11,2024-11-09 00:00:00,1023,Miami,11,Atlantic Coast Conference,1,None,1018,Georgia Tech,11,Atlantic Coast Conference,1,None,23,28,11.5,63.5,51.0,1023,1018,1018,1023,1,1,0,0,2,dog win and cover,5,under,1,1
82024654,8,2024,11,2024-11-09 00:00:00,1027,Virginia,11,Atlantic Coast Conference,1,None,1026,Pittsburgh,11,Atlantic Coast Conference,1,None,24,19,7.0,57.5,43.0,1026,1027,1027,1026,1,1,0,0,2,dog win and cover,5,under,1,1
82024655,8,2024,11,2024-11-09 00:00:00,1041,University of Central Florida,12,Big 12 Conference,1,None,1104,Arizona State,12,Big 12 Conference,1,None,31,35,4.5,56.5,66.0,1104,1041,1104,1041,1,1,0,0,4,dog cover | favorite win,6,over,1,1
82024656,8,2024,11,2024-11-09 00:00:00,1029,West Virginia,12,Big 12 Conference,1,None,1039,Cincinnati,12,Big 12 Conference,1,None,31,24,4.5,57.5,55.0,1039,1029,1029,1039,1,1,0,0,2,dog win and cover,5,under,1,1
82024657,8,2024,11,2024-11-09 00:00:00,1032,Iowa State,12,Big 12 Conference,1,None,1031,Kansas,12,Big 12 Conference,1,None,36,45,3.0,50.5,81.0,1032,1031,1031,1032,1,1,0,0,2,dog win and cover,6,over,1,1
82024658,8,2024,11,2024-11-09 00:00:00,1034,Oklahoma State,12,Big 12 Conference,1,None,1037,Texas Christian,12,Big 12 Conference,1,None,13,38,11.5,66.5,51.0,1037,1034,1037,1034,1,1,0,0,3,favorite win and cover,5,under,1,1
82024659,8,2024,11,2024-11-09 00:00:00,1100,Colorado,12,Big 12 Conference,1,None,1033,Texas Tech,12,Big 12 Conference,1,None,41,27,3.5,63.5,68.0,1100,1033,1100,1033,1,1,0,0,3,favorite win and cover,6,over,1,1
82024660,8,2024,11,2024-11-09 00:00:00,1035,Brigham Young,12,Big 12 Conference,1,None,1097,Utah,12,Big 12 Conference,1,None,22,21,4.5,42.5,43.0,1035,1097,1035,1097,1,1,0,0,4,dog cover | favorite win,6,over,1,1
82024661,8,2024,11,2024-11-09 00:00:00,1170,Kennesaw State,21,Conference USA,1,None,1062,University of Texas at El Paso,21,Conference USA,1,None,35,43,4.0,42.5,78.0,1062,1170,1062,1170,1,1,2,0,3,favorite win and cover,6,over,1,1
82024662,8,2024,11,2024-11-09 00:00:00,1057,Western Kentucky,21,Conference USA,1,None,1060,New Mexico State,21,Conference USA,1,None,41,28,18.5,51.5,69.0,1057,1060,1057,1060,1,1,0,0,4,dog cover | favorite win,6,over,1,1
82024663,8,2024,11,2024-11-09 00:00:00,1085,Fresno State,48,Mountain West Conference,1,None,1081,USAF,48,Mountain West Conference,1,None,28,36,10.5,41.5,64.0,1085,1081,1081,1085,1,1,0,0,2,dog win and cover,6,over,1,1
82024664,8,2024,11,2024-11-09 00:00:00,1090,Nevada,48,Mountain West Conference,1,None,1083,Boise State,48,Mountain West Conference,1,None,21,28,24.5,60.5,49.0,1083,1090,1083,1090,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024665,8,2024,11,2024-11-09 00:00:00,1092,San Jose State,48,Mountain West Conference,1,None,1096,Oregon State,60,Pac-12 Conference,1,None,24,13,3.5,55.5,37.0,1096,1092,1092,1096,0,0,0,0,2,dog win and cover,5,under,1,1
82024666,8,2024,11,2024-11-09 00:00:00,1086,Utah State,48,Mountain West Conference,1,None,1099,Washington State,60,Pac-12 Conference,1,None,28,49,20.5,70.5,77.0,1099,1086,1099,1086,0,0,0,0,3,favorite win and cover,6,over,1,1
82024667,8,2024,11,2024-11-09 00:00:00,1123,Georgia State,74,Sun Belt Conference,5,East,1119,James Madison,74,Sun Belt Conference,5,East,7,38,16.5,54.5,45.0,1119,1123,1119,1123,1,1,0,0,3,favorite win and cover,5,under,1,1
82024668,8,2024,11,2024-11-09 00:00:00,1129,Arkansas State,74,Sun Belt Conference,14,West,1127,University of Louisianna at Lafayette,74,Sun Belt Conference,14,West,19,55,16.5,60.5,74.0,1127,1129,1127,1129,1,1,0,0,3,favorite win and cover,6,over,1,1
82024669,8,2024,11,2024-11-09 00:00:00,1128,Texas State,74,Sun Belt Conference,14,West,1131,University of Louisianna at Monroe,74,Sun Belt Conference,14,West,38,17,7.0,48.5,55.0,1128,1131,1128,1131,1,1,0,0,3,favorite win and cover,6,over,1,1
82024670,8,2024,11,2024-11-09 00:00:00,1121,Marshall,74,Sun Belt Conference,5,East,1132,Southern Mississippi,74,Sun Belt Conference,14,West,37,3,14.0,55.5,40.0,1121,1132,1121,1132,1,0,0,0,3,favorite win and cover,5,under,1,1
82024671,8,2024,11,2024-11-09 00:00:00,1009,Navy,8,American Athletic Conference,1,None,1005,South Florida,8,American Athletic Conference,1,None,28,7,3.5,57.5,35.0,1009,1005,1009,1005,1,1,0,0,3,favorite win and cover,5,under,1,1
82024672,8,2024,11,2024-11-09 00:00:00,1013,Temple,8,American Athletic Conference,1,None,1001,Tulane,8,American Athletic Conference,1,None,6,52,26.5,49.5,58.0,1001,1013,1001,1013,1,1,0,0,3,favorite win and cover,6,over,1,1
82024673,8,2024,11,2024-11-09 00:00:00,1107,Florida,67,Southeastern Conference,1,None,1030,Texas,67,Southeastern Conference,1,None,17,49,21.5,47.5,66.0,1030,1107,1030,1107,1,1,0,0,3,favorite win and cover,6,over,1,1
82024674,8,2024,11,2024-11-09 00:00:00,1056,Liberty,21,Conference USA,1,None,1061,Middle Tennessee State,21,Conference USA,1,None,37,17,10.5,53.5,54.0,1056,1061,1056,1061,1,1,0,0,3,favorite win and cover,6,over,1,1
82024675,8,2024,11,2024-11-09 00:00:00,1058,Jacksonville State,21,Conference USA,1,None,1059,Louisiana Tech,21,Conference USA,1,None,44,37,10.0,55.5,81.0,1058,1059,1058,1059,1,1,1,0,4,dog cover | favorite win,6,over,1,1
82024676,8,2024,11,2024-11-09 00:00:00,1015,Florida State,11,Atlantic Coast Conference,1,None,1065,Notre Dame,24,FBS Independents,1,None,3,52,25.5,42.5,55.0,1065,1015,1065,1015,0,0,0,0,3,favorite win and cover,6,over,1,1
82024677,8,2024,11,2024-11-09 00:00:00,1084,University of Nevada, Las Vegas,48,Mountain West Conference,1,None,1089,Hawaii,48,Mountain West Conference,1,None,29,27,13.0,50.5,56.0,1084,1089,1084,1089,1,1,0,0,4,dog cover | favorite win,6,over,1,1
82024678,8,2024,12,2024-11-12 00:00:00,1080,Ball State,41,Mid-American Conference,1,None,1071,Buffalo,41,Mid-American Conference,1,None,48,51,4.5,54.5,99.0,1071,1080,1071,1080,1,1,2,0,4,dog cover | favorite win,6,over,1,1
82024679,8,2024,12,2024-11-12 00:00:00,1079,Western Michigan,41,Mid-American Conference,1,None,1072,Bowling Green State,41,Mid-American Conference,1,None,13,31,8.5,59.5,44.0,1072,1079,1072,1079,1,1,0,0,3,favorite win and cover,5,under,1,1
82024680,8,2024,12,2024-11-12 00:00:00,1076,Central Michigan,41,Mid-American Conference,1,None,1075,Toledo,41,Mid-American Conference,1,None,10,37,14.5,51.5,47.0,1075,1076,1075,1076,1,1,0,0,3,favorite win and cover,5,under,1,1
82024681,8,2024,12,2024-11-13 00:00:00,1074,Kent State,41,Mid-American Conference,1,None,1069,Miami (OH),41,Mid-American Conference,1,None,7,34,30.5,46.5,41.0,1069,1074,1069,1074,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024682,8,2024,12,2024-11-13 00:00:00,1073,Akron,41,Mid-American Conference,1,None,1078,Northern Illinois,41,Mid-American Conference,1,None,16,29,15.5,45.5,45.0,1078,1073,1078,1073,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024683,8,2024,12,2024-11-13 00:00:00,1077,Eastern Michigan,41,Mid-American Conference,1,None,1070,Ohio,41,Mid-American Conference,1,None,10,35,11.0,50.5,45.0,1070,1077,1070,1077,1,1,0,0,3,favorite win and cover,5,under,1,1
82024684,8,2024,12,2024-11-14 00:00:00,1012,East Carolina,8,American Athletic Conference,1,None,1007,Tulsa,8,American Athletic Conference,1,None,38,31,14.5,62.5,69.0,1012,1007,1012,1007,1,1,0,0,4,dog cover | favorite win,6,over,1,1
82024685,8,2024,12,2024-11-15 00:00:00,1082,Wyoming,48,Mountain West Conference,1,None,1087,Colorado State,48,Mountain West Conference,1,None,10,24,9.5,46.5,34.0,1087,1082,1087,1082,1,1,0,0,3,favorite win and cover,5,under,1,1
82024686,8,2024,12,2024-11-15 00:00:00,1098,University of California, Los Angeles,15,Big Ten Conference,1,None,1095,Washington,15,Big Ten Conference,1,None,19,31,4.0,46.5,50.0,1095,1098,1095,1098,1,1,0,0,3,favorite win and cover,6,over,1,1
82024687,8,2024,12,2024-11-15 00:00:00,1010,North Texas,8,American Athletic Conference,1,None,1004,University of Texas San Antonio,8,American Athletic Conference,1,None,27,48,1.5,72.5,75.0,1010,1004,1004,1010,1,1,0,0,2,dog win and cover,6,over,1,1
82024688,8,2024,12,2024-11-15 00:00:00,1040,Houston,12,Big 12 Conference,1,None,1101,Arizona,12,Big 12 Conference,1,None,3,27,1.5,46.5,30.0,1101,1040,1101,1040,1,1,0,0,3,favorite win and cover,5,under,1,1
82024689,8,2024,12,2024-11-16 00:00:00,1113,Louisiana State,67,Southeastern Conference,1,None,1107,Florida,67,Southeastern Conference,1,None,16,27,3.5,57.5,43.0,1113,1107,1107,1113,1,1,0,0,2,dog win and cover,5,under,1,1
82024690,8,2024,12,2024-11-16 00:00:00,1109,Tennessee,67,Southeastern Conference,1,None,1105,Georgia,67,Southeastern Conference,1,None,17,31,8.5,46.5,48.0,1105,1109,1105,1109,1,1,0,0,3,favorite win and cover,6,over,1,1
82024691,8,2024,12,2024-11-16 00:00:00,1108,Missouri,67,Southeastern Conference,1,None,1110,South Carolina,67,Southeastern Conference,1,None,30,34,13.5,42.5,64.0,1110,1108,1110,1108,1,1,0,0,4,dog cover | favorite win,6,over,1,1
82024692,8,2024,12,2024-11-16 00:00:00,1048,Michigan State,15,Big Ten Conference,1,None,1055,Illinois,15,Big Ten Conference,1,None,16,38,2.5,47.5,54.0,1055,1048,1055,1048,1,1,0,0,3,favorite win and cover,6,over,1,1
82024693,8,2024,12,2024-11-16 00:00:00,1046,Rutgers,15,Big Ten Conference,1,None,1045,Maryland,15,Big Ten Conference,1,None,31,17,4.5,54.5,48.0,1045,1046,1046,1045,1,1,0,0,2,dog win and cover,5,under,1,1
82024694,8,2024,12,2024-11-16 00:00:00,1053,Nebraska,15,Big Ten Conference,1,None,1093,University of Southern California,15,Big Ten Conference,1,None,20,28,7.0,50.5,48.0,1093,1053,1093,1053,1,1,0,0,3,favorite win and cover,5,under,1,1
82024695,8,2024,12,2024-11-16 00:00:00,1044,Ohio State,15,Big Ten Conference,1,None,1051,Northwestern,15,Big Ten Conference,1,None,31,7,28.5,43.5,38.0,1044,1051,1044,1051,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024696,8,2024,12,2024-11-16 00:00:00,1094,Oregon,15,Big Ten Conference,1,None,1049,Wisconsin,15,Big Ten Conference,1,None,16,13,13.5,50.5,29.0,1094,1049,1094,1049,1,1,0,0,4,dog cover | favorite win,5,under,1,1
82024697,8,2024,12,2024-11-16 00:00:00,1043,Pennsylvania State,15,Big Ten Conference,1,None,1054,Purdue,15,Big Ten Conference,1,None,49,10,29.5,51.5,59.0,1043,1054,1043,1054,1,1,0,0,3,favorite win and cover,6,over,1,1
82024698,8,2024,12,2024-11-16 00:00:00,1056,Liberty,21,Conference USA,1,None,1068,Massachusetts,24,FBS Independents,1,None,35,34,14.5,52.5,69.0,1056,1068,1056,1068,0,0,1,0,4,dog cover | favorite win,6,over,1,1
82024699,8,2024,12,2024-11-16 00:00:00,1014,Louisville,11,Atlantic Coast Conference,1,None,1103,Stanford,11,Atlantic Coast Conference,1,None,35,38,20.5,57.5,73.0,1014,1103,1103,1014,1,1,0,0,2,dog win and cover,6,over,1,1
82024700,8,2024,12,2024-11-16 00:00:00,1022,Boston College,11,Atlantic Coast Conference,1,None,1002,Southern Methodist,11,Atlantic Coast Conference,1,None,28,38,18.5,53.5,66.0,1002,1022,1002,1022,1,1,0,0,4,dog cover | favorite win,6,over,1,1
82024701,8,2024,12,2024-11-16 00:00:00,1024,Syracuse,11,Atlantic Coast Conference,1,None,1102,University of California, Berkeley,11,Atlantic Coast Conference,1,None,33,25,10.0,57.5,58.0,1102,1024,1024,1102,1,1,0,0,2,dog win and cover,6,over,1,1
